code,dataset,field,code_type,description,group,subgroup1,subgroup2,subgroup3,certitude,certitude_numeric,flag
G23.0,hes_apc,diag,icd10,hallervorden-spatz disease,non_perinatal,f_motor_funct,f4_movement,,definite,3,
G23.1,hes_apc,diag,icd10,progressive supranuclear ophthalmoplegia [steele-richardson-olszewski],non_perinatal,f_motor_funct,f4_movement,,definite,3,
G23.2,hes_apc,diag,icd10,multiple system atrophy parkinsonian type [msa-p],non_perinatal,f_motor_funct,f4_movement,,definite,3,
G23.3,hes_apc,diag,icd10,multiple system atrophy cerebellar type [msa-c],non_perinatal,f_motor_funct,f4_movement,,definite,3,
G23.8,hes_apc,diag,icd10,other specified degenerative diseases of basal ganglia,non_perinatal,f_motor_funct,f4_movement,,definite,3,
G23.9,hes_apc,diag,icd10,degenerative disease of basal ganglia unspecified,non_perinatal,f_motor_funct,f4_movement,,definite,3,
G24.0,hes_apc,diag,icd10,drug-induced dystonia,non_perinatal,f_motor_funct,f4_movement,,maybe,1.5,
G24.1,hes_apc,diag,icd10,idiopathic familial dystonia,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G24.2,hes_apc,diag,icd10,idiopathic nonfamilial dystonia,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G24.3,hes_apc,diag,icd10,spasmodic torticollis,non_perinatal,f_motor_funct,f4_movement,,maybe,1.75,
G24.4,hes_apc,diag,icd10,idiopathic orofacial dystonia,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G24.8,hes_apc,diag,icd10,other dystonia,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G24.9,hes_apc,diag,icd10,dystonia unspecified,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G25.2,hes_apc,diag,icd10,other specified forms of tremor,non_perinatal,f_motor_funct,f4_movement,,maybe,1.5,
G25.4,hes_apc,diag,icd10,drug-induced chorea,non_perinatal,f_motor_funct,f4_movement,,maybe,1.5,
G25.5,hes_apc,diag,icd10,other chorea,non_perinatal,f_motor_funct,f4_movement,,definite,2.5,
G25.8,hes_apc,diag,icd10,other specified extrapyramidal and movement disorders,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G25.9,hes_apc,diag,icd10,extrapyramidal and movement disorder unspecified,non_perinatal,f_motor_funct,f4_movement,,definite,3,
G26,hes_apc,diag,icd10,extrapyramidal and movement disorders in diseases classified elsewhere,non_perinatal,f_motor_funct,f4_movement,,definite,3,
Y46.7,hes_apc,diag,icd10,antiparkinsonism drugs,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
Y46.8,hes_apc,diag,icd10,antispasticity drugs,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G60,hes_apc,diag,icd10,hereditary and idiopathic neuropathy,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,3,
G60.0,hes_apc,diag,icd10,hereditary motor and sensory neuropathy,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,3,
G60.1,hes_apc,diag,icd10,refsum disease,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,3,
G60.2,hes_apc,diag,icd10,neuropathy in association with hereditary ataxia,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,3,
G60.3,hes_apc,diag,icd10,idiopathic progressive neuropathy,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,3,
G60.8,hes_apc,diag,icd10,other hereditary and idiopathic neuropathies,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,3,
G60.9,hes_apc,diag,icd10,hereditary and idiopathic neuropathy unspecified,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,3,
G61.1,hes_apc,diag,icd10,serum neuropathy,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.75,
G61.8,hes_apc,diag,icd10,other inflammatory polyneuropathies,non_perinatal,f_motor_funct,f5_polyneuropathies,,maybe,1.75,
G61.9,hes_apc,diag,icd10,inflammatory polyneuropathy unspecified,non_perinatal,f_motor_funct,f5_polyneuropathies,,maybe,1.75,
G62,hes_apc,diag,icd10,other polyneuropathies,non_perinatal,f_motor_funct,f5_polyneuropathies,,maybe,1.75,
G62.0,hes_apc,diag,icd10,drug-induced polyneuropathy,non_perinatal,f_motor_funct,f5_polyneuropathies,,maybe,1.5,
G62.1,hes_apc,diag,icd10,alcoholic polyneuropathy,non_perinatal,f_motor_funct,f5_polyneuropathies,,maybe,1.75,
G62.2,hes_apc,diag,icd10,polyneuropathy due to other toxic agents,non_perinatal,f_motor_funct,f5_polyneuropathies,,maybe,1.75,
G62.8,hes_apc,diag,icd10,other specified polyneuropathies,non_perinatal,f_motor_funct,f5_polyneuropathies,,maybe,1.75,
G62.9,hes_apc,diag,icd10,polyneuropathy unspecified,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.5,
G63,hes_apc,diag,icd10,polyneuropathy in diseases classified elsewhere,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.5,
G63.0,hes_apc,diag,icd10,polyneuropathy in infectious and parasitic diseases classified elsewhere,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.5,
G63.1,hes_apc,diag,icd10,polyneuropathy in neoplastic disease,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.5,
G63.2,hes_apc,diag,icd10,diabetic polyneuropathy,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2,
G63.3,hes_apc,diag,icd10,polyneuropathy in other endocrine and metabolic diseases,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.75,
G63.4,hes_apc,diag,icd10,polyneuropathy in nutritional deficiency,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.5,
G63.5,hes_apc,diag,icd10,polyneuropathy in systemic connective tissue disorders,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.75,
G63.6,hes_apc,diag,icd10,polyneuropathy in other musculoskeletal disorders,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.75,
G63.8,hes_apc,diag,icd10,polyneuropathy in other diseases classified elsewhere,non_perinatal,f_motor_funct,f5_polyneuropathies,,definite,2.75,
G31,hes_apc,diag,icd10,other degenerative diseases of nervous system not elsewhere classified,non_perinatal,f_motor_funct,,,definite,2.5,
G31.0,hes_apc,diag,icd10,circumscribed brain atrophy,non_perinatal,f_motor_funct,,,definite,2.75,
G31.1,hes_apc,diag,icd10,senile degeneration of brain not elsewhere classified,non_perinatal,f_motor_funct,,,definite,2.75,
G31.2,hes_apc,diag,icd10,degeneration of nervous system due to alcohol,non_perinatal,f_motor_funct,,,definite,3,
G31.8,hes_apc,diag,icd10,other specified degenerative diseases of nervous system,non_perinatal,f_motor_funct,,,definite,2.75,
G31.9,hes_apc,diag,icd10,degenerative disease of nervous system unspecified,non_perinatal,f_motor_funct,,,definite,2.75,
G32,hes_apc,diag,icd10,other degenerative disorders of nervous system in diseases classified elsewhere,non_perinatal,f_motor_funct,,,definite,2.75,
G32.0,hes_apc,diag,icd10,subacute combined degeneration of spinal cord in diseases classified elsewhere,non_perinatal,f_motor_funct,,,definite,2.75,
G32.8,hes_apc,diag,icd10,other specified degenerative disorders of nervous system in diseases classified elsewhere,non_perinatal,f_motor_funct,,,definite,2.75,
G83.4,hes_apc,diag,icd10,cauda equina syndrome,non_perinatal,f_motor_funct,,,definite,3,
G83.5,hes_apc,diag,icd10,locked-in syndrome,non_perinatal,f_motor_funct,,,definite,3,
G83.8,hes_apc,diag,icd10,other specified paralytic syndromes,non_perinatal,f_motor_funct,,,definite,3,
G83.9,hes_apc,diag,icd10,paralytic syndrome unspecified,non_perinatal,f_motor_funct,,,definite,3,
G90.0,hes_apc,diag,icd10,idiopathic peripheral autonomic neuropathy,non_perinatal,f_motor_funct,,,definite,2,
G90.1,hes_apc,diag,icd10,familial dysautonomia [riley-day],non_perinatal,f_motor_funct,,,definite,2.75,
G90.4,hes_apc,diag,icd10,autonomic dysreflexia,non_perinatal,f_motor_funct,,,maybe,1.75,
G90.8,hes_apc,diag,icd10,other disorders of autonomic nervous system,non_perinatal,f_motor_funct,,,maybe,1.5,
G90.9,hes_apc,diag,icd10,disorder of autonomic nervous system unspecified,non_perinatal,f_motor_funct,,,definite,2.5,
G95,hes_apc,diag,icd10,other diseases of spinal cord,non_perinatal,f_motor_funct,,,definite,2.5,
G95.0,hes_apc,diag,icd10,syringomyelia and syringobulbia,non_perinatal,f_motor_funct,,,definite,2.5,
G95.1,hes_apc,diag,icd10,vascular myelopathies,non_perinatal,f_motor_funct,,,definite,2.75,
G95.1,hes_apc,diag,icd10,vascular myelopathies,non_perinatal,f_motor_funct,,,definite,2.75,
G95.2,hes_apc,diag,icd10,cord compression unspecified,non_perinatal,f_motor_funct,,,definite,2.75,
G95.8,hes_apc,diag,icd10,other specified diseases of spinal cord,non_perinatal,f_motor_funct,,,definite,2.5,
G95.9,hes_apc,diag,icd10,disease of spinal cord unspecified,non_perinatal,f_motor_funct,,,definite,2.5,
G99,hes_apc,diag,icd10,other disorders of nervous system in diseases classified elsewhere,non_perinatal,f_motor_funct,,,definite,2.5,
G99.0,hes_apc,diag,icd10,autonomic neuropathy in endocrine and metabolic diseases,non_perinatal,f_motor_funct,,,definite,2.25,
G99.1,hes_apc,diag,icd10,other disorders of autonomic nervous system in other diseases classified elsewhere,non_perinatal,f_motor_funct,,,definite,2.25,
G99.2,hes_apc,diag,icd10,myelopathy in diseases classified elsewhere,non_perinatal,f_motor_funct,,,definite,2.5,
G99.8,hes_apc,diag,icd10,other specified disorders of nervous system in diseases classified elsewhere,non_perinatal,f_motor_funct,,,definite,2.5,
F91,hes_apc,diag,icd10,conduct disorders,non_perinatal,g_behav_disord,g1_conduct,,definite,2,
F91.0,hes_apc,diag,icd10,conduct disorder confined to the family context,non_perinatal,g_behav_disord,g1_conduct,,definite,2,
F91.1,hes_apc,diag,icd10,unsocialized conduct disorder,non_perinatal,g_behav_disord,g1_conduct,,definite,2,
F91.2,hes_apc,diag,icd10,socialized conduct disorder,non_perinatal,g_behav_disord,g1_conduct,,definite,2,
F91.3,hes_apc,diag,icd10,oppositional defiant disorder,non_perinatal,g_behav_disord,g1_conduct,,definite,2,
F91.8,hes_apc,diag,icd10,other conduct disorders,non_perinatal,g_behav_disord,g1_conduct,,definite,2,
F91.9,hes_apc,diag,icd10,conduct disorder unspecified,non_perinatal,g_behav_disord,g1_conduct,,definite,2,
F92,hes_apc,diag,icd10,mixed disorders of conduct and emotions,non_perinatal,g_behav_disord,g2_behav_cond_mixed,,definite,2,
F92.0,hes_apc,diag,icd10,depressive conduct disorder,non_perinatal,g_behav_disord,g2_behav_cond_mixed,,definite,2,
F92.8,hes_apc,diag,icd10,other mixed disorders of conduct and emotions,non_perinatal,g_behav_disord,g2_behav_cond_mixed,,definite,2,
F92.9,hes_apc,diag,icd10,mixed disorder of conduct and emotions unspecified,non_perinatal,g_behav_disord,g2_behav_cond_mixed,,definite,2,
F95.1,hes_apc,diag,icd10,chronic motor or vocal tic disorder,non_perinatal,g_behav_disord,g3_tic,,maybe,1.75,
F95.2,hes_apc,diag,icd10,combined vocal and multiple motor tic disorder [de la tourette],non_perinatal,g_behav_disord,g3_tic,,maybe,1.75,
F95.8,hes_apc,diag,icd10,other tic disorders,non_perinatal,g_behav_disord,g3_tic,,maybe,1.75,
F95.9,hes_apc,diag,icd10,tic disorder unspecified,non_perinatal,g_behav_disord,g3_tic,,maybe,1.75,
F98.4,hes_apc,diag,icd10,stereotyped movement disorders,non_perinatal,g_behav_disord,g3_tic,,maybe,1.75,
P21.0,hes_apc,diag,icd10,severe birth asphyxia,perinatal,p_perinatal,p1_severe_birth_asphyx,,definite,3,
P57,hes_apc,diag,icd10,kernicterus,perinatal,p_perinatal,p2_other_brain_damage,p2e_kernicterus,definite,3,
P57.0,hes_apc,diag,icd10,kernicterus due to isoimmunization,perinatal,p_perinatal,p2_other_brain_damage,p2e_kernicterus,definite,3,
P57.8,hes_apc,diag,icd10,other specified kernicterus,perinatal,p_perinatal,p2_other_brain_damage,p2e_kernicterus,definite,3,
P57.9,hes_apc,diag,icd10,kernicterus unspecified,perinatal,p_perinatal,p2_other_brain_damage,p2e_kernicterus,definite,3,
P90,hes_apc,diag,icd10,convulsions of newborn,perinatal,p_perinatal,p2_other_brain_damage,p2a_seizure,maybe,1.75,
P91.2,hes_apc,diag,icd10,neonatal cerebral leukomalacia,perinatal,p_perinatal,p2_other_brain_damage,p2b_white_matter,definite,2.75,
X50.1,hes_apc,diag,opcs4,direct current cardioversion,perinatal,p_perinatal,p2_other_brain_damage,p2c_resuscitation,maybe,1.5,age_less_than_28_days
X50.2,hes_apc,diag,opcs4,external cardioversion nec,perinatal,p_perinatal,p2_other_brain_damage,p2c_resuscitation,maybe,1.5,age_less_than_28_days
X50.3,hes_apc,diag,opcs4,advanced cardiac pulmonary resuscitation,perinatal,p_perinatal,p2_other_brain_damage,p2c_resuscitation,maybe,1.5,age_less_than_28_days
X50.4,hes_apc,diag,opcs4,external ventricular defibrillation,perinatal,p_perinatal,p2_other_brain_damage,p2c_resuscitation,maybe,1.5,age_less_than_28_days
X50.5,hes_apc,diag,opcs4,evaluation of cardioverter defibrillator,perinatal,p_perinatal,p2_other_brain_damage,p2c_resuscitation,maybe,1.5,age_less_than_28_days
X51.1,hes_apc,diag,opcs4,hypothermia therapy,perinatal,p_perinatal,p2_other_brain_damage,p2d_therap_hypotherm,maybe,1.75,age_less_than_28_days
X51.2,hes_apc,diag,opcs4,active cooling,perinatal,p_perinatal,p2_other_brain_damage,p2d_therap_hypotherm,maybe,1.75,age_less_than_28_days
G46,hes_apc,diag,icd10,vascular syndromes of brain in cerebrovascular diseases,perinatal,p_perinatal,p3_stroke,,maybe,1.75,age_less_than_28_days
G46.0,hes_apc,diag,icd10,middle cerebral artery syndrome,perinatal,p_perinatal,p3_stroke,,definite,2,age_less_than_28_days
G46.1,hes_apc,diag,icd10,anterior cerebral artery syndrome,perinatal,p_perinatal,p3_stroke,,definite,2,age_less_than_28_days
G46.2,hes_apc,diag,icd10,posterior cerebral artery syndrome,perinatal,p_perinatal,p3_stroke,,definite,2,age_less_than_28_days
G46.3,hes_apc,diag,icd10,brain stem stroke syndrome,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
G46.4,hes_apc,diag,icd10,cerebellar stroke syndrome,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
G46.5,hes_apc,diag,icd10,pure motor lacunar syndrome,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
G46.6,hes_apc,diag,icd10,pure sensory lacunar syndrome,perinatal,p_perinatal,p3_stroke,,definite,2,age_less_than_28_days
G46.7,hes_apc,diag,icd10,other lacunar syndromes,perinatal,p_perinatal,p3_stroke,,maybe,1.75,age_less_than_28_days
G46.8,hes_apc,diag,icd10,other vascular syndromes of brain in cerebrovascular diseases,perinatal,p_perinatal,p3_stroke,,maybe,1.75,age_less_than_28_days
I60,hes_apc,diag,icd10,subarachnoid haemorrhage,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I60.0,hes_apc,diag,icd10,subarachnoid haemorrhage from carotid siphon and bifurcation,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I60.1,hes_apc,diag,icd10,subarachnoid haemorrhage from middle cerebral artery,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I60.2,hes_apc,diag,icd10,subarachnoid haemorrhage from anterior communicating artery,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I60.3,hes_apc,diag,icd10,subarachnoid haemorrhage from posterior communicating artery,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I60.4,hes_apc,diag,icd10,subarachnoid haemorrhage from basilar artery,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I60.5,hes_apc,diag,icd10,subarachnoid haemorrhage from vertebral artery,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I60.6,hes_apc,diag,icd10,subarachnoid haemorrhage from other intracranial arteries,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I60.7,hes_apc,diag,icd10,subarachnoid haemorrhage from intracranial artery unspecified,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I60.8,hes_apc,diag,icd10,other subarachnoid haemorrhage,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I60.9,hes_apc,diag,icd10,subarachnoid haemorrhage unspecified,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I61,hes_apc,diag,icd10,intracerebral haemorrhage,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I61.0,hes_apc,diag,icd10,intracerebral haemorrhage in hemisphere subcortical,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I61.1,hes_apc,diag,icd10,intracerebral haemorrhage in hemisphere cortical,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I61.2,hes_apc,diag,icd10,intracerebral haemorrhage in hemisphere unspecified,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I61.3,hes_apc,diag,icd10,intracerebral haemorrhage in brain stem,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I61.4,hes_apc,diag,icd10,intracerebral haemorrhage in cerebellum,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I61.5,hes_apc,diag,icd10,intracerebral haemorrhage intraventricular,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I61.6,hes_apc,diag,icd10,intracerebral haemorrhage multiple localized,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I61.8,hes_apc,diag,icd10,other intracerebral haemorrhage,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I61.9,hes_apc,diag,icd10,intracerebral haemorrhage unspecified,perinatal,p_perinatal,p3_stroke,,definite,2.75,age_less_than_28_days
I63,hes_apc,diag,icd10,cerebral infarction,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I63.0,hes_apc,diag,icd10,cerebral infarction due to thrombosis of precerebral arteries,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I63.1,hes_apc,diag,icd10,cerebral infarction due to embolism of precerebral arteries,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I63.2,hes_apc,diag,icd10,cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I63.3,hes_apc,diag,icd10,cerebral infarction due to thrombosis of cerebral arteries,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I63.4,hes_apc,diag,icd10,cerebral infarction due to embolism of cerebral arteries,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I63.5,hes_apc,diag,icd10,cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I63.6,hes_apc,diag,icd10,cerebral infarction due to cerebral venous thrombosis nonpyogenic,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I63.8,hes_apc,diag,icd10,other cerebral infarction,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I63.9,hes_apc,diag,icd10,cerebral infarction unspecified,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I64,hes_apc,diag,icd10,stroke not specified as haemorrhage or infarction,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I67.0,hes_apc,diag,icd10,dissection of cerebral arteries nonruptured,perinatal,p_perinatal,p3_stroke,,definite,2,age_less_than_28_days
I67.1,hes_apc,diag,icd10,cerebral aneurysm nonruptured,perinatal,p_perinatal,p3_stroke,,maybe,1.75,age_less_than_28_days
I67.3,hes_apc,diag,icd10,progressive vascular leukoencephalopathy,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I67.5,hes_apc,diag,icd10,moyamoya disease,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I67.6,hes_apc,diag,icd10,nonpyogenic thrombosis of intracranial venous system,perinatal,p_perinatal,p3_stroke,,maybe,1.75,age_less_than_28_days
I67.7,hes_apc,diag,icd10,cerebral arteritis not elsewhere classified,perinatal,p_perinatal,p3_stroke,,maybe,1.75,age_less_than_28_days
I67.8,hes_apc,diag,icd10,other specified cerebrovascular diseases,perinatal,p_perinatal,p3_stroke,,maybe,1.5,age_less_than_28_days
I67.9,hes_apc,diag,icd10,cerebrovascular disease unspecified,perinatal,p_perinatal,p3_stroke,,maybe,1.5,age_less_than_28_days
I69.0,hes_apc,diag,icd10,sequelae of subarachnoid haemorrhage,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I69.1,hes_apc,diag,icd10,sequelae of intracerebral haemorrhage,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I69.3,hes_apc,diag,icd10,sequelae of cerebral infarction,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
I69.4,hes_apc,diag,icd10,sequelae of stroke not specified as haemorrhage or infarction,perinatal,p_perinatal,p3_stroke,,definite,3,age_less_than_28_days
P52.4,hes_apc,diag,icd10,intracerebral (nontraumatic) haemorrhage of fetus and newborn,perinatal,p_perinatal,p3_stroke,,definite,2.75,
P52.5,hes_apc,diag,icd10,subarachnoid (nontraumatic) haemorrhage of fetus and newborn,perinatal,p_perinatal,p3_stroke,,definite,2.75,
P52.6,hes_apc,diag,icd10,cerebellar (nontraumatic) and posterior fossa haemorrhage of fetus and newborn,perinatal,p_perinatal,p3_stroke,,definite,2.75,
P91.0,hes_apc,diag,icd10,neonatal cerebral ischaemia,perinatal,p_perinatal,p3_stroke,,definite,2,
P91.1,hes_apc,diag,icd10,acquired periventricular cysts of newborn,perinatal,p_perinatal,p3_stroke,,definite,2,
G91,hes_apc,diag,icd10,hydrocephalus,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,age_less_than_28_days
G91.0,hes_apc,diag,icd10,communicating hydrocephalus,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,age_less_than_28_days
G91.1,hes_apc,diag,icd10,obstructive hydrocephalus,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,age_less_than_28_days
G91.2,hes_apc,diag,icd10,normal-pressure hydrocephalus,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,2,age_less_than_28_days
G91.3,hes_apc,diag,icd10,post-traumatic hydrocephalus unspecified,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,age_less_than_28_days
G91.8,hes_apc,diag,icd10,other hydrocephalus,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,age_less_than_28_days
G91.9,hes_apc,diag,icd10,hydrocephalus unspecified,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,age_less_than_28_days
G94.0,hes_apc,diag,icd10,hydrocephalus in infectious and parasitic diseases classified elsewhere,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,age_less_than_28_days
G94.1,hes_apc,diag,icd10,hydrocephalus in neoplastic disease,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,age_less_than_28_days
G94.2,hes_apc,diag,icd10,hydrocephalus in other diseases classified elsewhere,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,age_less_than_28_days
G97.2,hes_apc,diag,icd10,intracranial hypotension following ventricular shunting,perinatal,p_perinatal,p4_intracranial_haem,p4a_shunt,definite,3,age_less_than_28_days
P10.0,hes_apc,diag,icd10,subdural haemorrhage due to birth injury,perinatal,p_perinatal,p4_intracranial_haem,,maybe,1.5,
P10.1,hes_apc,diag,icd10,cerebral haemorrhage due to birth injury,perinatal,p_perinatal,p4_intracranial_haem,,maybe,1.75,
P10.2,hes_apc,diag,icd10,intraventricular haemorrhage due to birth injury,perinatal,p_perinatal,p4_intracranial_haem,,definite,2.25,
P10.3,hes_apc,diag,icd10,subarachnoid haemorrhage due to birth injury,perinatal,p_perinatal,p4_intracranial_haem,,definite,2.5,
P10.4,hes_apc,diag,icd10,tentorial tear due to birth injury,perinatal,p_perinatal,p4_intracranial_haem,,maybe,1.5,
P10.8,hes_apc,diag,icd10,other intracranial lacerations and haemorrhages due to birth injury,perinatal,p_perinatal,p4_intracranial_haem,,definite,2.25,
P10.9,hes_apc,diag,icd10,unspecified intracranial laceration and haemorrhage due to birth injury,perinatal,p_perinatal,p4_intracranial_haem,,definite,2.25,
P52.2,hes_apc,diag,icd10,intraventricular (nontraumatic) haemorrhage grade 3 and grade 4 of fetus and newborn,perinatal,p_perinatal,p4_intracranial_haem,,definite,3,
P52.3,hes_apc,diag,icd10,unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn,perinatal,p_perinatal,p4_intracranial_haem,,definite,2.25,
P52.8,hes_apc,diag,icd10,other intracranial (nontraumatic) haemorrhages of fetus and newborn,perinatal,p_perinatal,p4_intracranial_haem,,definite,2.25,
P52.9,hes_apc,diag,icd10,intracranial (nontraumatic) haemorrhage of fetus and newborn unspecified,perinatal,p_perinatal,p4_intracranial_haem,,definite,2.25,
P91.7,hes_apc,diag,icd10,acquired hydrocephalus of newborn,perinatal,p_perinatal,p4_intracranial_haem,p4b_hydroceph,definite,3,
T85.0,hes_apc,diag,icd10,mechanical complication of ventricular intracranial (communicating) shunt,perinatal,p_perinatal,p4_intracranial_haem,p4a_shunt,definite,3,age_less_than_28_days
Z98.2,hes_apc,diag,icd10,presence of cerebrospinal fluid drainage device,perinatal,p_perinatal,p4_intracranial_haem,p4a_shunt,definite,3,age_less_than_28_days
A12,hes_apc,diag,opcs4,creation of connection from ventricle of brain,perinatal,p_perinatal,p4_intracranial_haem,p4a_shunt,definite,2.75,age_less_than_28_days
A13,hes_apc,diag,opcs4,attention to component of connection from ventricle of brain,perinatal,p_perinatal,p4_intracranial_haem,p4a_shunt,definite,2.75,age_less_than_28_days
A14,hes_apc,diag,opcs4,other operations on connection from ventricle of brain,perinatal,p_perinatal,p4_intracranial_haem,p4a_shunt,definite,2.75,age_less_than_28_days
A16,hes_apc,diag,opcs4,other open operations on ventricle of brain,perinatal,p_perinatal,p4_intracranial_haem,p4a_shunt,definite,2.75,age_less_than_28_days
P91.5,hes_apc,diag,icd10,neonatal coma,perinatal,p_perinatal,p5_hie,,definite,2.5,
P91.6,hes_apc,diag,icd10,hypoxic ischaemic encephalopathy of newborn,perinatal,p_perinatal,p5_hie,,definite,2.75,
A17.0,hes_apc,diag,icd10,tuberculous meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
A17.1,hes_apc,diag,icd10,meningeal tuberculoma,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
A20.3,hes_apc,diag,icd10,plague meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
A32.1,hes_apc,diag,icd10,listerial meningitis and meningoencephalitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
A39.0,hes_apc,diag,icd10,meningococcal meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
A87.2,hes_apc,diag,icd10,lymphocytic choriomeningitis,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
B00.3,hes_apc,diag,icd10,herpesviral meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
B00.4,hes_apc,diag,icd10,herpesviral encephalitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
