code,dataset,field,code_type,group,subgroup,reason_for_removal
_30233X0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30233X1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30233Y0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30233Y1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30240AZ,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30240G0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30240G1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30240X0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30240X1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30240Y0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30240Y1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30243AZ,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30243G0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30243G1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30243X0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30243X1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30243Y0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30243Y1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30250G0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30250G1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30250X0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30250X1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30250Y0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30250Y1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30253G0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30253G1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30253X0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30253X1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30253Y0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30253Y1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30260G0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30260G1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30260X0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30260X1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30260Y0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30260Y1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30263G0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30263G1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30263X0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30263X1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30263Y0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30263Y1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
E70.4,hes_apc,diag,icd-10-cm,metab,amino_acid,icd-10-cm not used in HES
E71.4,hes_apc,diag,icd-10-cm,metab,amino_acid,icd-10-cm not used in HES
E71.5,hes_apc,diag,icd-10-cm,metab,amino_acid,icd-10-cm not used in HES
E78.8,hes_apc,diag,icd-10-cm,metab,lipid,icd-10-cm not used in HES
277.4,hes_apc,diag,not_found,metab,other [metab],might be a typo for code E77.4 but this code does not exist either
_0GT00ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0GT04ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0GT40ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0GT44ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0GTK0ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0GTK4ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0GTR0ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0GTR4ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT20ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT24ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT27ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT28ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT2FZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT40ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT44ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT47ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT48ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT70ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT74ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT90ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT94ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT97ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT98ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UT9FZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UTC0ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UTC7ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0UTC8ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0VTC0ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0VTC4ZZ,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0W4M070,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0W4M0J0,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0W4M0K0,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0W4M0Z0,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0W4N071,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0W4N0J1,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0W4N0K1,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0W4N0Z1,hes_apc,diag,icd-10-pcs,metab,endocrine,icd-10-pcs codes not used in HES
_0JH60VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JH63VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JH70VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JH73VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JH80VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JH83VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHD0VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHD3VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHF0VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHF3VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHG0VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHG3VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHH0VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHH3VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHL0VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHL3VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHM0VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHM3VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHN0VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHN3VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHP0VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHP3VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHT0VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
_0JHT3VZ,hes_apc,diag,icd-10-pcs,metab,devices [metab],icd-10-pcs codes not used in HES
Q79.59,hes_apc,diag,icd-10-cm,other_congen,diaph_abdominal,would be truncated but code Q79.5 already present independently
D3A.0,hes_apc,diag,icd-10-cm,malignancy,neoplasms,icd-10-cm not used in HES
_3E00X05,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E01305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E02305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E03005,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E03305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E04005,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E04305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E05005,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E05305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E06005,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E06305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0A305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0F305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0F705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0F805,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0G305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0G705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0G805,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0H305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0H705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0H805,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0J305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0J705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0J805,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0K305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0K705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0K805,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0L305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0L705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0M305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0M705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0N305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0N705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0N805,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0P305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0P705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0P805,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0Q305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0Q705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0R305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0S305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0V305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0W305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0Y305,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
_3E0Y705,hes_apc,diag,icd-10-pcs,malignancy,neoplasms,icd-10-pcs codes not used in HES
P84,hes_apc,diag,icd-10-cm,prem_neonatal,asphyxia,icd-10-cm not used in HES
P77.3,hes_apc,diag,icd-10-cm,prem_neonatal,other [prem_neonatal],icd-10-cm not used in HES
T86.5,hes_apc,diag,icd-10-cm,misc,devices [misc],icd-10-cm not used in HES
_0RG00J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG00J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG00JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG00K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG00K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG00KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG00Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG00Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG00ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG03J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG03J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG03JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG03K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG03K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG03KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG03Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG03Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG03ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG04J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG04J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG04JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG04K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG04K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG04KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG04Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG04Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG04ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG10J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG10J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG10JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG10K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG10K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG10KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG10Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG10Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG10ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG13J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG13J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG13JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG13K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG13K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG13KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG13Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG13Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG13ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG14J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG14J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG14JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG14K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG14K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG14KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG14Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG14Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG14ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG40J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG40J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG40JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG40K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG40K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG40KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG40Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG40Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG40ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG43J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG43J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG43JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG43K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG43K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG43KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG43Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG43Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG43ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG44J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG44J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG44JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG44K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG44K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG44KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG44Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG44Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG44ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG60J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG60J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG60JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG60K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG60K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG60KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG60Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG60Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG60ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG63J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG63J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG63JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG63K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG63K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG63KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG63Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG63Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG63ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG64J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG64J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG64JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG64K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG64K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG64KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG64Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RG64Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
